고객사명,요일,식수량(인분),서비스 종류,성비(남:녀),업종,최고온도,메인 메뉴,분류,맵기,염도,당도,1인당 소비량(g),1인당 제공량
앤비젼,목,59,프리미엄,7:3,전기전자,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
어메이징브루어리,목,15,베이직,6:4,식음료,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,102,140
에코마케팅,목,115,베이직,5:5,마케팅,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
에픽게임즈,목,88,베이직,7:3,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
엔라이즈,목,32,베이직,7:3,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
엔픽셀,목,50,베이직,7:3,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,102,140
엠레드클리닉,목,22,베이직,2:8,미용,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,102,140
오가나셀피부과,목,32,프리미엄,3:7,미용,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
이지스,목,43,베이직,8:2,금융,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
이지스 CCMM,목,45,베이직,7:3,금융,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
인썸니아,목,20,베이직,8:2,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140
커넥트비글로벌,목,38,베이직,8:2,마케팅,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
코렘시스,목,16,베이직,8:2,건설,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
코빗,목,43,베이직,7:3,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
쿼터백,목,20,베이직,7:3,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
큐피스트,목,33,베이직,7:3,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
크래프톤,목,108,베이직,7:3,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
크립토파라다이스,목,22,베이직,6:4,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,109,140
태평양감정평가법인,목,49,베이직,7:3,감정평가,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
투바이트,목,41,베이직,8:2,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
퍼시픽자산운용,목,22,베이직,6:4,금융,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
퓨처플레이,목,33,프리미엄,6:4,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
프롬더레드,목,20,베이직,7:3,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,108,140
플랜얼라이언스,목,23,베이직,7:3,마케팅,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
플레이링스,목,20,베이직,7:3,게임,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
핀트,목,22,베이직,7:3,전자상거래,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
핏투게더,목,27,프리미엄,8:2,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
휴이노,목,50,베이직,8:2,IT,24,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,116,140
Gen.G,목,38,베이직,7:3,게임,25,카라멜라이즈 차슈 비빔 파스타,아시안,0.7,0.5,0.7,121,140
더퍼스트터치,금,30,베이직,7:3,제조,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
마스턴,금,110,프리미엄,7:3,금융,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,115,140
마인드로직,금,17,베이직,5:5,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,113,140
마켓잇,금,48,베이직,7:3,마케팅,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
메드트로닉,금,68,베이직,7:3,무역,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
메쉬코리아,금,19,베이직,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
뱅크샐러드,금,44,베이직,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
버드뷰,금,30,베이직,7:3,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,115,140
버킷플레이스,금,117,베이직,5:5,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
버튼,금,23,베이직,6:4,게임,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,118,140
뷰노,금,82,베이직,7:3,의료,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
비트센싱,금,19,베이직,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,107,140
비헤이브글로벌,금,28,베이직,5:5,마케팅,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,118,140
세종메디칼,금,25,베이직,7:3,의료,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
알파투쎄븐쓰리,금,38,베이직,7:3,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,107,140
에코마케팅,금,111,베이직,5:5,마케팅,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
에픽게임즈,금,85,베이직,7:3,게임,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,109,140
웨딩북,금,23,베이직,5:5,서비스,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
위시켓,금,31,베이직,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
이지스,금,42,베이직,8:2,금융,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
이지스 CCMM,금,44,베이직,7:3,금융,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,115,140
카이특허 사무소,금,22,베이직,5:5,법무,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
카카오 인베스트,금,14,베이직,7:3,컨설팅,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
카페노노,금,20,베이직,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
캠퍼스멘토,금,20,베이직,7:3,교육,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,113,140
커넥트비글로벌,금,37,베이직,8:2,마케팅,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
코렘시스,금,16,베이직,8:2,건설,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
코빗,금,42,베이직,7:3,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
쿼터백,금,19,베이직,7:3,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
큐피스트,금,32,베이직,7:3,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
크래프톤,금,104,베이직,7:3,게임,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
크립토파라다이스,금,21,베이직,6:4,게임,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,114,140
태평양감정평가법인,금,47,베이직,7:3,감정평가,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
퍼시픽자산운용,금,21,베이직,6:4,금융,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
퓨처플레이,금,32,프리미엄,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
현대자산운용,금,131,베이직,7:3,금융,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
호텔가이드,금,33,프리미엄,6:4,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
휴이노,금,48,베이직,8:2,IT,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
Gen.G,금,37,베이직,7:3,게임,25,트러플 페스토 파스타,양식,0.1,0.4,0.4,121,140
NC문화재단,금,19,프리미엄,7:3,게임,23,트러플 페스토 파스타,양식,0.1,0.4,0.4,115,140
긱블,월,26,프리미엄,5:5,엔터테인먼트,23,찹스테이크,양식,0.3,0.4,0.1,121,140
긱스빈,월,19,베이직,7:3,전기전자,23,찹스테이크,양식,0.3,0.4,0.1,121,140
버튼,월,22,베이직,6:4,게임,23,찹스테이크,양식,0.3,0.4,0.1,121,140
버핏서울,월,16,베이직,7:3,헬스케어,23,찹스테이크,양식,0.3,0.4,0.1,121,140
부농,월,20,베이직,7:3,제조,23,찹스테이크,양식,0.3,0.4,0.1,109,140
분당메모리얼파크,월,25,베이직,5:5,서비스,23,찹스테이크,양식,0.3,0.4,0.1,118,140
뷰노,월,75,베이직,7:3,의료,23,찹스테이크,양식,0.3,0.4,0.1,121,140
비트센싱,월,18,베이직,6:4,IT,23,찹스테이크,양식,0.3,0.4,0.1,107,140
비헤이브글로벌,월,26,베이직,5:5,마케팅,23,찹스테이크,양식,0.3,0.4,0.1,118,140
세종메디칼,월,23,베이직,7:3,의료,23,찹스테이크,양식,0.3,0.4,0.1,111,140
세컨신드롬,월,19,베이직,6:4,임대,23,찹스테이크,양식,0.3,0.4,0.1,115,140
소프트팩,월,44,베이직,3:7,식음료,23,찹스테이크,양식,0.3,0.4,0.1,121,140
슈퍼진,월,14,베이직,7:3,게임,23,찹스테이크,양식,0.3,0.4,0.1,121,140
알파투쎄븐쓰리,월,35,베이직,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
앤비젼,월,53,프리미엄,7:3,전기전자,23,찹스테이크,양식,0.3,0.4,0.1,121,140
어메이징브루어리,월,14,베이직,6:4,식음료,23,찹스테이크,양식,0.3,0.4,0.1,107,140
에코마케팅,월,102,베이직,5:5,마케팅,23,찹스테이크,양식,0.3,0.4,0.1,121,140
에픽게임즈,월,78,베이직,7:3,게임,23,찹스테이크,양식,0.3,0.4,0.1,121,140
엔라이즈,월,28,베이직,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
엔픽셀,월,44,베이직,7:3,게임,23,찹스테이크,양식,0.3,0.4,0.1,121,140
오늘의꽃,월,16,프리미엄,6:4,물류,23,찹스테이크,양식,0.3,0.4,0.1,121,140
와이피랩스,월,25,프리미엄,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
원티드,월,68,베이직,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,109,140
웨딩북,월,21,베이직,5:5,서비스,23,찹스테이크,양식,0.3,0.4,0.1,121,140
위시켓,월,29,베이직,6:4,IT,23,찹스테이크,양식,0.3,0.4,0.1,113,140
이노레드,월,52,베이직,8:2,마케팅,23,찹스테이크,양식,0.3,0.4,0.1,121,140
이롬플러스,월,18,베이직,7:3,식음료,23,찹스테이크,양식,0.3,0.4,0.1,121,140
이지스,월,38,베이직,8:2,금융,23,찹스테이크,양식,0.3,0.4,0.1,121,140
이지스 CCMM,월,40,베이직,7:3,금융,23,찹스테이크,양식,0.3,0.4,0.1,121,140
인썸니아,월,18,베이직,8:2,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
현대자산운용,월,120,베이직,7:3,금융,23,찹스테이크,양식,0.3,0.4,0.1,121,140
호텔가이드,월,30,프리미엄,6:4,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
휴이노,월,44,베이직,8:2,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
Gen.G,월,34,베이직,7:3,게임,23,찹스테이크,양식,0.3,0.4,0.1,121,140
NC문화재단,월,18,프리미엄,7:3,게임,23,찹스테이크,양식,0.3,0.4,0.1,121,140
ODK미디어,월,21,베이직,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
S2W,월,28,베이직,6:4,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
SJ E&M,월,24,베이직,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,121,140
TWC,월,110,베이직,7:3,IT,23,찹스테이크,양식,0.3,0.4,0.1,115,140
WMS,월,22,베이직,5:5,IT,25,찹스테이크,양식,0.3,0.4,0.1,131,140
더퍼스트터치,수,34,베이직,7:3,제조,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
디캠프,수,21,베이직,7:3,컨설팅,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
라포랩스,수,29,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
로지올,수,70,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
리벨리온,수,28,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
마스턴,수,127,프리미엄,7:3,금융,25,돼지고기두부김치,한식,0.5,0.5,0.5,125,140
마인드로직,수,20,베이직,5:5,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,123,140
마켓잇,수,55,베이직,7:3,마케팅,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
메드트로닉,수,78,베이직,7:3,무역,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
메쉬코리아,수,22,베이직,6:4,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
모빌,수,43,베이직,6:4,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,128,140
쓰리빌리언,수,32,베이직,7:3,의료,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
알파투쎄븐쓰리,수,44,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
에픽게임즈,수,98,베이직,7:3,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
엔라이즈,수,35,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
엔픽셀,수,55,베이직,7:3,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,119,140
웨딩북,수,26,베이직,5:5,서비스,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
위시켓,수,36,베이직,6:4,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,123,140
이노레드,수,65,베이직,8:2,마케팅,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
이롬플러스,수,22,베이직,7:3,식음료,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
이지스,수,48,베이직,8:2,금융,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
이지스 CCMM,수,50,베이직,7:3,금융,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
코빗,수,48,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
쿼터백,수,22,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
큐피스트,수,37,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
크래프톤,수,120,베이직,7:3,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
크립토파라다이스,수,24,베이직,6:4,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,124,140
태평양감정평가법인,수,54,베이직,7:3,감정평가,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
테거스,수,21,베이직,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
테스시스템,수,22,프리미엄,7:3,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
토스,수,20,프리미엄,7:3,핀테크,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
토스증권,수,18,프리미엄,7:3,핀테크,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
투바이트,수,46,베이직,8:2,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
퍼시픽자산운용,수,24,베이직,6:4,금융,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
퓨처플레이,수,37,프리미엄,6:4,IT,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
프롬더레드,수,22,베이직,7:3,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,123,140
플랜얼라이언스,수,25,베이직,7:3,마케팅,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
플레이링스,수,22,베이직,7:3,게임,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
핀트,수,24,베이직,7:3,전자상거래,25,돼지고기두부김치,한식,0.5,0.5,0.5,131,140
핏투게더,수,30,프리미엄,8:2,IT,28,돼지고기두부김치,한식,0.5,0.5,0.5,191,140
마스턴,목,114,프리미엄,7:3,금융,28,달걀볶음밥,한식,0,0.3,0.2,185,200
마인드로직,목,18,베이직,5:5,IT,28,달걀볶음밥,한식,0,0.3,0.2,183,200
마켓잇,목,50,베이직,7:3,마케팅,28,달걀볶음밥,한식,0,0.3,0.2,191,200
메드트로닉,목,70,베이직,7:3,무역,28,달걀볶음밥,한식,0,0.3,0.2,191,200
부농,목,23,베이직,7:3,제조,28,달걀볶음밥,한식,0,0.3,0.2,179,200
분당메모리얼파크,목,28,베이직,5:5,서비스,28,달걀볶음밥,한식,0,0.3,0.2,188,200
뷰노,목,85,베이직,7:3,의료,28,달걀볶음밥,한식,0,0.3,0.2,191,200
비트센싱,목,20,베이직,6:4,IT,28,달걀볶음밥,한식,0,0.3,0.2,177,200
비헤이브글로벌,목,29,베이직,5:5,마케팅,28,달걀볶음밥,한식,0,0.3,0.2,188,200
세종메디칼,목,26,베이직,7:3,의료,28,달걀볶음밥,한식,0,0.3,0.2,191,200
알파투쎄븐쓰리,목,40,베이직,7:3,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
앤비젼,목,59,프리미엄,7:3,전기전자,28,달걀볶음밥,한식,0,0.3,0.2,191,200
어메이징브루어리,목,15,베이직,6:4,식음료,28,달걀볶음밥,한식,0,0.3,0.2,177,200
에코마케팅,목,115,베이직,5:5,마케팅,28,달걀볶음밥,한식,0,0.3,0.2,191,200
에픽게임즈,목,88,베이직,7:3,게임,28,달걀볶음밥,한식,0,0.3,0.2,191,200
엔라이즈,목,32,베이직,7:3,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
엔픽셀,목,50,베이직,7:3,게임,28,달걀볶음밥,한식,0,0.3,0.2,177,200
엠레드클리닉,목,22,베이직,2:8,미용,28,달걀볶음밥,한식,0,0.3,0.2,177,200
오가나셀피부과,목,32,프리미엄,3:7,미용,28,달걀볶음밥,한식,0,0.3,0.2,191,200
이지스,목,43,베이직,8:2,금융,28,달걀볶음밥,한식,0,0.3,0.2,191,200
이지스 CCMM,목,45,베이직,7:3,금융,28,달걀볶음밥,한식,0,0.3,0.2,191,200
인썸니아,목,20,베이직,8:2,IT,28,달걀볶음밥,한식,0,0.3,0.2,183,200
커넥트비글로벌,목,38,베이직,8:2,마케팅,28,달걀볶음밥,한식,0,0.3,0.2,191,200
코렘시스,목,16,베이직,8:2,건설,28,달걀볶음밥,한식,0,0.3,0.2,191,200
코빗,목,43,베이직,7:3,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
쿼터백,목,20,베이직,7:3,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
큐피스트,목,33,베이직,7:3,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
크래프톤,목,108,베이직,7:3,게임,28,달걀볶음밥,한식,0,0.3,0.2,191,200
크립토파라다이스,목,22,베이직,6:4,게임,28,달걀볶음밥,한식,0,0.3,0.2,184,200
태평양감정평가법인,목,49,베이직,7:3,감정평가,28,달걀볶음밥,한식,0,0.3,0.2,191,200
투바이트,목,41,베이직,8:2,게임,28,달걀볶음밥,한식,0,0.3,0.2,191,200
퍼시픽자산운용,목,22,베이직,6:4,금융,28,달걀볶음밥,한식,0,0.3,0.2,191,200
퓨처플레이,목,33,프리미엄,6:4,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
프롬더레드,목,20,베이직,7:3,게임,28,달걀볶음밥,한식,0,0.3,0.2,183,200
플랜얼라이언스,목,23,베이직,7:3,마케팅,28,달걀볶음밥,한식,0,0.3,0.2,191,200
플레이링스,목,20,베이직,7:3,게임,28,달걀볶음밥,한식,0,0.3,0.2,191,200
핀트,목,22,베이직,7:3,전자상거래,28,달걀볶음밥,한식,0,0.3,0.2,191,200
핏투게더,목,27,프리미엄,8:2,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
휴이노,목,50,베이직,8:2,IT,28,달걀볶음밥,한식,0,0.3,0.2,191,200
Gen.G,목,38,베이직,7:3,게임,28,달걀볶음밥,한식,0,0.3,0.2,131,200
더퍼스트터치,금,30,베이직,7:3,제조,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
마스턴,금,110,프리미엄,7:3,금융,28,들깨등갈비찜,한식,0.3,0.4,0.4,125,140
마인드로직,금,17,베이직,5:5,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,123,140
마켓잇,금,48,베이직,7:3,마케팅,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
메드트로닉,금,68,베이직,7:3,무역,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
메쉬코리아,금,19,베이직,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
뱅크샐러드,금,44,베이직,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
버드뷰,금,30,베이직,7:3,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,125,140
버킷플레이스,금,117,베이직,5:5,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
버튼,금,23,베이직,6:4,게임,28,들깨등갈비찜,한식,0.3,0.4,0.4,128,140
뷰노,금,82,베이직,7:3,의료,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
비트센싱,금,19,베이직,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,117,140
비헤이브글로벌,금,28,베이직,5:5,마케팅,28,들깨등갈비찜,한식,0.3,0.4,0.4,128,140
세종메디칼,금,25,베이직,7:3,의료,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
알파투쎄븐쓰리,금,38,베이직,7:3,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,117,140
에코마케팅,금,111,베이직,5:5,마케팅,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
에픽게임즈,금,85,베이직,7:3,게임,28,들깨등갈비찜,한식,0.3,0.4,0.4,119,140
웨딩북,금,23,베이직,5:5,서비스,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
위시켓,금,31,베이직,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
이지스,금,42,베이직,8:2,금융,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
이지스 CCMM,금,44,베이직,7:3,금융,28,들깨등갈비찜,한식,0.3,0.4,0.4,125,140
카이특허 사무소,금,22,베이직,5:5,법무,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
카카오 인베스트,금,14,베이직,7:3,컨설팅,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
카페노노,금,20,베이직,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
캠퍼스멘토,금,20,베이직,7:3,교육,28,들깨등갈비찜,한식,0.3,0.4,0.4,123,140
커넥트비글로벌,금,37,베이직,8:2,마케팅,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
코렘시스,금,16,베이직,8:2,건설,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
코빗,금,42,베이직,7:3,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
쿼터백,금,19,베이직,7:3,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
큐피스트,금,32,베이직,7:3,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
크래프톤,금,104,베이직,7:3,게임,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
크립토파라다이스,금,21,베이직,6:4,게임,28,들깨등갈비찜,한식,0.3,0.4,0.4,124,140
태평양감정평가법인,금,47,베이직,7:3,감정평가,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
퍼시픽자산운용,금,21,베이직,6:4,금융,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
퓨처플레이,금,32,프리미엄,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
현대자산운용,금,131,베이직,7:3,금융,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
호텔가이드,금,33,프리미엄,6:4,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
휴이노,금,48,베이직,8:2,IT,28,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
Gen.G,금,37,베이직,7:3,게임,25,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
NC문화재단,금,19,프리미엄,7:3,게임,25,들깨등갈비찜,한식,0.3,0.4,0.4,131,140
긱스빈,월,19,베이직,7:3,전기전자,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
버튼,월,22,베이직,6:4,게임,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
버핏서울,월,16,베이직,7:3,헬스케어,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
부농,월,20,베이직,7:3,제조,25,콩나물매콤제육,한식,0.8,0.7,0.4,119,140
분당메모리얼파크,월,25,베이직,5:5,서비스,25,콩나물매콤제육,한식,0.8,0.7,0.4,128,140
뷰노,월,75,베이직,7:3,의료,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
비트센싱,월,18,베이직,6:4,IT,25,콩나물매콤제육,한식,0.8,0.7,0.4,117,140
비헤이브글로벌,월,26,베이직,5:5,마케팅,25,콩나물매콤제육,한식,0.8,0.7,0.4,128,140
세종메디칼,월,23,베이직,7:3,의료,25,콩나물매콤제육,한식,0.8,0.7,0.4,121,140
세컨신드롬,월,19,베이직,6:4,임대,25,콩나물매콤제육,한식,0.8,0.7,0.4,125,140
소프트팩,월,44,베이직,3:7,식음료,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
슈퍼진,월,14,베이직,7:3,게임,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
알파투쎄븐쓰리,월,35,베이직,7:3,IT,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
앤비젼,월,53,프리미엄,7:3,전기전자,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
어메이징브루어리,월,14,베이직,6:4,식음료,25,콩나물매콤제육,한식,0.8,0.7,0.4,117,140
에코마케팅,월,102,베이직,5:5,마케팅,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
에픽게임즈,월,78,베이직,7:3,게임,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
엔라이즈,월,28,베이직,7:3,IT,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
엔픽셀,월,44,베이직,7:3,게임,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
오늘의꽃,월,16,프리미엄,6:4,물류,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
와이피랩스,월,25,프리미엄,7:3,IT,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
원티드,월,68,베이직,7:3,IT,25,콩나물매콤제육,한식,0.8,0.7,0.4,119,140
웨딩북,월,21,베이직,5:5,서비스,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
위시켓,월,29,베이직,6:4,IT,25,콩나물매콤제육,한식,0.8,0.7,0.4,123,140
이노레드,월,52,베이직,8:2,마케팅,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
이롬플러스,월,18,베이직,7:3,식음료,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
이지스,월,38,베이직,8:2,금융,25,콩나물매콤제육,한식,0.8,0.7,0.4,131,140
