고객사명,요일,식수량(인분),서비스 종류,성비(남:녀),업종,최고온도,메인 메뉴,분류,맵기,염도,당도,1인당 소비량(g),1인당 제공량
스노우폭스,수,67,베이직,6:4,식음료,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,128,140
스탠다드치과,수,18,베이직,7:3,의료,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,128,140
시지바이오,수,106,베이직,7:3,의료,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,128,140
쓰리빌리언,수,32,베이직,7:3,의료,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
알파투쎄븐쓰리,수,44,베이직,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
앤비젼,수,66,프리미엄,7:3,전기전자,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
어메이징브루어리,수,17,베이직,6:4,식음료,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,117,140
에코마케팅,수,128,베이직,5:5,마케팅,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
에픽게임즈,수,98,베이직,7:3,게임,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
엔라이즈,수,35,베이직,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
엔픽셀,수,55,베이직,7:3,게임,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,117,140
엠레드클리닉,수,24,베이직,2:8,미용,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,117,140
오가나셀피부과,수,35,프리미엄,3:7,미용,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
오누이,수,28,프리미엄,8:2,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
오늘의꽃,수,20,프리미엄,6:4,물류,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
와이피랩스,수,31,프리미엄,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
원티드,수,85,베이직,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,119,140
웨딩북,수,26,베이직,5:5,서비스,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
위시켓,수,36,베이직,6:4,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,123,140
이노레드,수,65,베이직,8:2,마케팅,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
이롬플러스,수,22,베이직,7:3,식음료,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
이지스,수,48,베이직,8:2,금융,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
이지스 CCMM,수,50,베이직,7:3,금융,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
인썸니아,수,22,베이직,8:2,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,117,140
자민경,수,29,베이직,5:5,미용,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
젠지엘리트,수,34,프리미엄,7:3,교육,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,125,140
젠틀몬스터,수,41,베이직,5:5,제조,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
채널톡,수,55,프리미엄,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
카닥,수,24,프리미엄,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
카사코리아,수,33,베이직,7:3,금융,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,125,140
카이특허 사무소,수,25,베이직,5:5,법무,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
카카오 인베스트,수,16,베이직,7:3,컨설팅,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
카페노노,수,23,베이직,6:4,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
캠퍼스멘토,수,23,베이직,7:3,교육,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,123,140
커넥트비글로벌,수,42,베이직,8:2,마케팅,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
코렘시스,수,18,베이직,8:2,건설,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
코빗,수,48,베이직,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
쿼터백,수,22,베이직,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,131,140
큐피스트,수,37,베이직,7:3,IT,0,오징어삼겹두루치기,한식,0.8,0.7,0.6,123,140
뷰노,목,85,베이직,7:3,의료,3,궁보계정,중식,0.4,0.5,0.5,126,140
비트센싱,목,20,베이직,6:4,IT,3,궁보계정,중식,0.4,0.5,0.5,112,140
비헤이브글로벌,목,29,베이직,5:5,마케팅,3,궁보계정,중식,0.4,0.5,0.5,123,140
세종메디칼,목,26,베이직,7:3,의료,3,궁보계정,중식,0.4,0.5,0.5,116,140
세컨신드롬,목,22,베이직,6:4,임대,3,궁보계정,중식,0.4,0.5,0.5,120,140
소프트팩,목,50,베이직,3:7,식음료,3,궁보계정,중식,0.4,0.5,0.5,126,140
슈퍼진,목,15,베이직,7:3,게임,3,궁보계정,중식,0.4,0.5,0.5,126,140
스노우폭스,목,60,베이직,6:4,식음료,3,궁보계정,중식,0.4,0.5,0.5,123,140
스탠다드치과,목,16,베이직,7:3,의료,3,궁보계정,중식,0.4,0.5,0.5,123,140
시지바이오,목,95,베이직,7:3,의료,3,궁보계정,중식,0.4,0.5,0.5,123,140
쓰리빌리언,목,29,베이직,7:3,의료,3,궁보계정,중식,0.4,0.5,0.5,126,140
알파투쎄븐쓰리,목,40,베이직,7:3,IT,3,궁보계정,중식,0.4,0.5,0.5,126,140
앤비젼,목,59,프리미엄,7:3,전기전자,3,궁보계정,중식,0.4,0.5,0.5,126,140
어메이징브루어리,목,15,베이직,6:4,식음료,3,궁보계정,중식,0.4,0.5,0.5,112,140
에코마케팅,목,115,베이직,5:5,마케팅,3,궁보계정,중식,0.4,0.5,0.5,126,140
에픽게임즈,목,88,베이직,7:3,게임,3,궁보계정,중식,0.4,0.5,0.5,126,140
엔라이즈,목,32,베이직,7:3,IT,3,궁보계정,중식,0.4,0.5,0.5,126,140
엔픽셀,목,50,베이직,7:3,게임,3,궁보계정,중식,0.4,0.5,0.5,112,140
엠레드클리닉,목,22,베이직,2:8,미용,3,궁보계정,중식,0.4,0.5,0.5,112,140
오가나셀피부과,목,32,프리미엄,3:7,미용,3,궁보계정,중식,0.4,0.5,0.5,126,140
오누이,목,25,프리미엄,8:2,IT,3,궁보계정,중식,0.4,0.5,0.5,126,140
오늘의꽃,목,18,프리미엄,6:4,물류,3,궁보계정,중식,0.4,0.5,0.5,126,140
와이피랩스,목,28,프리미엄,7:3,IT,3,궁보계정,중식,0.4,0.5,0.5,126,140
원티드,목,77,베이직,7:3,IT,3,궁보계정,중식,0.4,0.5,0.5,114,140
웨딩북,목,23,베이직,5:5,서비스,3,궁보계정,중식,0.4,0.5,0.5,126,140
위시켓,목,32,베이직,6:4,IT,3,궁보계정,중식,0.4,0.5,0.5,118,140
이노레드,목,59,베이직,8:2,마케팅,3,궁보계정,중식,0.4,0.5,0.5,126,140
이롬플러스,목,20,베이직,7:3,식음료,3,궁보계정,중식,0.4,0.5,0.5,126,140
이지스,목,43,베이직,8:2,금융,3,궁보계정,중식,0.4,0.5,0.5,126,140
이지스 CCMM,목,45,베이직,7:3,금융,3,궁보계정,중식,0.4,0.5,0.5,126,140
인썸니아,목,20,베이직,8:2,IT,3,궁보계정,중식,0.4,0.5,0.5,112,140
자민경,목,26,베이직,5:5,미용,3,궁보계정,중식,0.4,0.5,0.5,126,140
젠지엘리트,목,31,프리미엄,7:3,교육,3,궁보계정,중식,0.4,0.5,0.5,120,140
젠틀몬스터,목,37,베이직,5:5,제조,3,궁보계정,중식,0.4,0.5,0.5,126,140
채널톡,목,50,프리미엄,7:3,IT,3,궁보계정,중식,0.4,0.5,0.5,126,140
카닥,목,22,프리미엄,7:3,IT,3,궁보계정,중식,0.4,0.5,0.5,126,140
카사코리아,목,30,베이직,7:3,금융,3,궁보계정,중식,0.4,0.5,0.5,120,140
카이특허 사무소,목,23,베이직,5:5,법무,3,궁보계정,중식,0.4,0.5,0.5,126,140
카카오 인베스트,목,14,베이직,7:3,컨설팅,3,궁보계정,중식,0.4,0.5,0.5,126,140
카페노노,목,21,베이직,6:4,IT,3,궁보계정,중식,0.4,0.5,0.5,191,140
퍼시픽자산운용,금,21,베이직,6:4,금융,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
퓨처플레이,금,32,프리미엄,6:4,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
프롬더레드,금,19,베이직,7:3,게임,6,스팸김치볶음밥,한식,0.6,0.5,0.5,183,200
플랜얼라이언스,금,22,베이직,7:3,마케팅,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
플레이링스,금,19,베이직,7:3,게임,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
핀트,금,21,베이직,7:3,전자상거래,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
핏투게더,금,26,프리미엄,8:2,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,188,200
하이케어넷,금,16,프리미엄,7:3,의료,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
한국다이와,금,34,프리미엄,7:3,헬스케어,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
현대자산운용,금,131,베이직,7:3,금융,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
호텔가이드,금,33,프리미엄,6:4,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
휴이노,금,48,베이직,8:2,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
Gen.G,금,37,베이직,7:3,게임,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
NC문화재단,금,19,프리미엄,7:3,게임,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
ODK미디어,금,23,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
S2W,금,30,베이직,6:4,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
SJ E&M,금,26,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
TWC,금,120,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,185,200
WMS,금,23,베이직,5:5,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
고등모터스,금,22,프리미엄,8:2,자동차,6,스팸김치볶음밥,한식,0.6,0.5,0.5,185,200
골든듀,금,52,베이직,5:5,제조,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
구름,금,39,베이직,6:4,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,178,200
국가인재개발원,금,30,베이직,5:5,행정,6,스팸김치볶음밥,한식,0.6,0.5,0.5,185,200
긱블,금,28,프리미엄,5:5,엔터테인먼트,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
긱스빈,금,21,베이직,7:3,전기전자,6,스팸김치볶음밥,한식,0.6,0.5,0.5,183,200
네스필러피케이지,금,23,베이직,6:4,미용,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
당근마켓,금,33,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,178,200
대상문화재단,금,18,베이직,5:5,장학재단,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
더퍼스트터치,금,30,베이직,7:3,제조,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
데이블,금,21,프리미엄,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,177,200
듀오톤,금,32,프리미엄,4:6,디자인,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
디엔코리아,금,21,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
디캠프,금,18,베이직,7:3,컨설팅,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
라포랩스,금,25,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
로지올,금,61,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
리벨리온,금,24,베이직,7:3,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
마스턴,금,110,프리미엄,7:3,금융,6,스팸김치볶음밥,한식,0.6,0.5,0.5,185,200
마인드로직,금,17,베이직,5:5,IT,6,스팸김치볶음밥,한식,0.6,0.5,0.5,183,200
마켓잇,금,48,베이직,7:3,마케팅,6,스팸김치볶음밥,한식,0.6,0.5,0.5,191,200
메드트로닉,금,68,베이직,7:3,무역,6,스팸김치볶음밥,한식,0.6,0.5,0.5,141,200
이롬플러스,월,18,베이직,7:3,식음료,5,떡국,한식,0,0.4,0.2,141,150
이지스,월,38,베이직,8:2,금융,5,떡국,한식,0,0.4,0.2,141,150
이지스 CCMM,월,40,베이직,7:3,금융,5,떡국,한식,0,0.4,0.2,141,150
인썸니아,월,18,베이직,8:2,IT,5,떡국,한식,0,0.4,0.2,127,150
자민경,월,23,베이직,5:5,미용,5,떡국,한식,0,0.4,0.2,141,150
젠지엘리트,월,27,프리미엄,7:3,교육,5,떡국,한식,0,0.4,0.2,135,150
젠틀몬스터,월,33,베이직,5:5,제조,5,떡국,한식,0,0.4,0.2,141,150
채널톡,월,44,프리미엄,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
카닥,월,19,프리미엄,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
카사코리아,월,26,베이직,7:3,금융,5,떡국,한식,0,0.4,0.2,135,150
카이특허 사무소,월,20,베이직,5:5,법무,5,떡국,한식,0,0.4,0.2,141,150
카카오 인베스트,월,13,베이직,7:3,컨설팅,5,떡국,한식,0,0.4,0.2,141,150
카페노노,월,18,베이직,6:4,IT,5,떡국,한식,0,0.4,0.2,141,150
캠퍼스멘토,월,18,베이직,7:3,교육,5,떡국,한식,0,0.4,0.2,133,150
커넥트비글로벌,월,34,베이직,8:2,마케팅,5,떡국,한식,0,0.4,0.2,141,150
코렘시스,월,14,베이직,8:2,건설,5,떡국,한식,0,0.4,0.2,141,150
코빗,월,38,베이직,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
쿼터백,월,18,베이직,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
큐피스트,월,30,베이직,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
크래프톤,월,96,베이직,7:3,게임,5,떡국,한식,0,0.4,0.2,141,150
크립토파라다이스,월,19,베이직,6:4,게임,5,떡국,한식,0,0.4,0.2,134,150
태평양감정평가법인,월,43,베이직,7:3,감정평가,5,떡국,한식,0,0.4,0.2,141,150
테거스,월,17,베이직,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
테스시스템,월,18,프리미엄,7:3,IT,5,떡국,한식,0,0.4,0.2,141,150
토스,월,16,프리미엄,7:3,핀테크,5,떡국,한식,0,0.4,0.2,141,150
토스증권,월,14,프리미엄,7:3,핀테크,5,떡국,한식,0,0.4,0.2,141,150
투바이트,월,37,베이직,8:2,게임,5,떡국,한식,0,0.4,0.2,141,150
퍼시픽자산운용,월,19,베이직,6:4,금융,5,떡국,한식,0,0.4,0.2,141,150
퓨처플레이,월,30,프리미엄,6:4,IT,5,떡국,한식,0,0.4,0.2,141,150
프롬더레드,월,18,베이직,7:3,게임,5,떡국,한식,0,0.4,0.2,133,150
플랜얼라이언스,월,20,베이직,7:3,마케팅,5,떡국,한식,0,0.4,0.2,141,150
플레이링스,월,18,베이직,7:3,게임,5,떡국,한식,0,0.4,0.2,141,150
핀트,월,19,베이직,7:3,전자상거래,5,떡국,한식,0,0.4,0.2,141,150
핏투게더,월,24,프리미엄,8:2,IT,5,떡국,한식,0,0.4,0.2,138,150
하이케어넷,월,14,프리미엄,7:3,의료,5,떡국,한식,0,0.4,0.2,141,150
한국다이와,월,31,프리미엄,7:3,헬스케어,5,떡국,한식,0,0.4,0.2,141,150
현대자산운용,월,120,베이직,7:3,금융,5,떡국,한식,0,0.4,0.2,141,150
호텔가이드,월,30,프리미엄,6:4,IT,5,떡국,한식,0,0.4,0.2,141,150
휴이노,월,44,베이직,8:2,IT,5,떡국,한식,0,0.4,0.2,141,150
Gen.G,월,34,베이직,7:3,게임,5,떡국,한식,0,0.4,0.2,131,150
스노우폭스,화,64,베이직,6:4,식음료,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,128,140
스탠다드치과,화,17,베이직,7:3,의료,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,128,140
시지바이오,화,101,베이직,7:3,의료,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,128,140
쓰리빌리언,화,30,베이직,7:3,의료,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
알파투쎄븐쓰리,화,42,베이직,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
앤비젼,화,63,프리미엄,7:3,전기전자,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
어메이징브루어리,화,16,베이직,6:4,식음료,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,117,140
에코마케팅,화,122,베이직,5:5,마케팅,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
에픽게임즈,화,93,베이직,7:3,게임,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
엔라이즈,화,33,베이직,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
엔픽셀,화,52,베이직,7:3,게임,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,117,140
엠레드클리닉,화,23,베이직,2:8,미용,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,117,140
오가나셀피부과,화,33,프리미엄,3:7,미용,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
오누이,화,27,프리미엄,8:2,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
오늘의꽃,화,19,프리미엄,6:4,물류,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
와이피랩스,화,29,프리미엄,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
원티드,화,81,베이직,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,119,140
웨딩북,화,25,베이직,5:5,서비스,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
위시켓,화,34,베이직,6:4,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,123,140
이노레드,화,62,베이직,8:2,마케팅,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
이롬플러스,화,21,베이직,7:3,식음료,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
이지스,화,46,베이직,8:2,금융,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
이지스 CCMM,화,48,베이직,7:3,금융,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
인썸니아,화,21,베이직,8:2,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,117,140
자민경,화,28,베이직,5:5,미용,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
젠지엘리트,화,32,프리미엄,7:3,교육,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,125,140
젠틀몬스터,화,39,베이직,5:5,제조,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
채널톡,화,52,프리미엄,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
카닥,화,23,프리미엄,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
카사코리아,화,31,베이직,7:3,금융,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,125,140
카이특허 사무소,화,24,베이직,5:5,법무,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
카카오 인베스트,화,15,베이직,7:3,컨설팅,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
카페노노,화,22,베이직,6:4,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
캠퍼스멘토,화,22,베이직,7:3,교육,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,123,140
커넥트비글로벌,화,40,베이직,8:2,마케팅,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
코렘시스,화,17,베이직,8:2,건설,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
코빗,화,46,베이직,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
쿼터백,화,21,베이직,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
큐피스트,화,35,베이직,7:3,IT,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,131,140
크래프톤,화,114,베이직,7:3,게임,2,돼지고기 김치볶음,한식,0.7,0.7,0.5,118,140
마켓잇,수,55,베이직,7:3,마케팅,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
메드트로닉,수,78,베이직,7:3,무역,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
메쉬코리아,수,22,베이직,6:4,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
모빌,수,43,베이직,6:4,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
무궁화신탁,수,119,베이직,6:4,금융,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
뱅크샐러드,수,50,베이직,6:4,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
버드뷰,수,34,베이직,7:3,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,120,140
버킷플레이스,수,134,베이직,5:5,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
버튼,수,27,베이직,6:4,게임,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
버핏서울,수,20,베이직,7:3,헬스케어,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
부농,수,25,베이직,7:3,제조,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,114,140
분당메모리얼파크,수,31,베이직,5:5,서비스,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,123,140
뷰노,수,94,베이직,7:3,의료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
비트센싱,수,22,베이직,6:4,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,112,140
비헤이브글로벌,수,32,베이직,5:5,마케팅,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,123,140
세종메디칼,수,29,베이직,7:3,의료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,116,140
세컨신드롬,수,24,베이직,6:4,임대,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,120,140
소프트팩,수,55,베이직,3:7,식음료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
슈퍼진,수,17,베이직,7:3,게임,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
스노우폭스,수,67,베이직,6:4,식음료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,123,140
스탠다드치과,수,18,베이직,7:3,의료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,123,140
시지바이오,수,106,베이직,7:3,의료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,123,140
쓰리빌리언,수,32,베이직,7:3,의료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
알파투쎄븐쓰리,수,44,베이직,7:3,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
앤비젼,수,66,프리미엄,7:3,전기전자,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
어메이징브루어리,수,17,베이직,6:4,식음료,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,112,140
에코마케팅,수,128,베이직,5:5,마케팅,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
에픽게임즈,수,98,베이직,7:3,게임,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
엔라이즈,수,35,베이직,7:3,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
엔픽셀,수,55,베이직,7:3,게임,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,112,140
엠레드클리닉,수,24,베이직,2:8,미용,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,112,140
오가나셀피부과,수,35,프리미엄,3:7,미용,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
오누이,수,28,프리미엄,8:2,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
오늘의꽃,수,20,프리미엄,6:4,물류,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
와이피랩스,수,31,프리미엄,7:3,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,126,140
원티드,수,85,베이직,7:3,IT,-1,간장 돼지 쪽갈비,한식,0.3,0.6,0.5,114,140
